PRAGMA foreign_keys=OFF;
BEGIN TRANSACTION;
CREATE TABLE IF NOT EXISTS "stock_shoppinghistory" (id, target_name, value, num,material_name,material_item_name,material_parent_category_name,material_unit,date,is_send,created_at,updated_at);
INSERT INTO stock_shoppinghistory VALUES(370,'penticton',23.600000000000001421,2,'Imitation Crab','DU/Other','Sushi','p','2023-04-28',0,'2023-04-29 04:54:00.721083','2023-04-30 02:09:15.884942');
INSERT INTO stock_shoppinghistory VALUES(371,'west',47.5,1,'Raw Karaage','Meat','Kitchen','p','2023-04-28',0,'2023-04-29 04:54:31.799898','2023-04-30 02:09:15.890507');
INSERT INTO stock_shoppinghistory VALUES(372,'west',47.5,1,'Raw Karaage','Meat','Kitchen','p','2023-04-28',0,'2023-04-29 04:54:31.814024','2023-04-30 02:09:15.895260');
INSERT INTO stock_shoppinghistory VALUES(373,'penticton',96.299999999999997156,1,'Real crab','F. Sushi','Frozen','p','2023-04-28',0,'2023-04-29 04:54:31.825544','2023-04-30 02:09:15.899457');
INSERT INTO stock_shoppinghistory VALUES(374,'penticton',35.200000000000002842,2,'Nori(half)','Nori/ Other','Dry','p','2023-04-28',0,'2023-04-29 04:54:55.947336','2023-04-30 02:09:15.905715');
INSERT INTO stock_shoppinghistory VALUES(375,'penticton',6,1,'Cream cheese','Tofu/ Other','Dry','p','2023-04-28',0,'2023-04-29 04:55:07.545294','2023-04-30 02:09:15.910072');
INSERT INTO stock_shoppinghistory VALUES(376,'west',48,1,'Raw Teriyaki chicken','Meat','Kitchen','p','2023-04-28',0,'2023-04-29 04:55:12.816013','2023-04-30 02:09:15.914553');
INSERT INTO stock_shoppinghistory VALUES(377,'penticton',3.4799999999999999822,1,'Gloves(Poli）','Daily','Other','p','2023-04-28',0,'2023-04-29 04:55:26.565375','2023-04-30 02:09:15.918792');
INSERT INTO stock_shoppinghistory VALUES(378,'west',23.80000000000000071,1,'Chicken soup','Sauce/Soup','Kitchen','p','2023-04-28',0,'2023-04-29 04:56:04.008296','2023-04-30 02:09:15.923302');
INSERT INTO stock_shoppinghistory VALUES(379,'west',44,5,'Shrimp Tempura','F. Kitchen','Frozen','p','2023-04-28',0,'2023-04-29 04:56:19.139615','2023-04-30 02:09:15.927284');
INSERT INTO stock_shoppinghistory VALUES(380,'west',12,1,'Cornstarch','Flour/ Other','Dry','p','2023-04-28',0,'2023-04-29 04:56:35.411942','2023-04-30 02:09:15.931263');
INSERT INTO stock_shoppinghistory VALUES(381,'penticton',39,1,'Sushi TOGO (Double)','Sushi (Body)','Container','p','2023-04-28',0,'2023-04-29 04:56:39.703921','2023-04-30 02:09:15.935419');
INSERT INTO stock_shoppinghistory VALUES(382,'west',19.80000000000000071,1,'Oikatsuo','Other','Dry','p','2023-04-28',0,'2023-04-29 04:56:50.144720','2023-04-30 02:09:15.939443');
INSERT INTO stock_shoppinghistory VALUES(383,'west',27.5,1,'Vegan sauce','Other','Dry','p','2023-04-28',0,'2023-04-29 04:57:03.282354','2023-04-30 02:09:15.943767');
INSERT INTO stock_shoppinghistory VALUES(384,'west',15,1,'To Go Ra-men (Body)','Other','Container','p','2023-04-28',0,'2023-04-29 04:57:38.090290','2023-04-30 02:09:15.947781');
INSERT INTO stock_shoppinghistory VALUES(385,'west',12,1,'To Go Ra-men (Lid)','Other','Container','p','2023-04-28',0,'2023-04-29 04:57:53.404962','2023-04-30 02:09:15.952157');
INSERT INTO stock_shoppinghistory VALUES(386,'west',6,1,'Sponge','Cleaning','Other','cs','2023-04-28',0,'2023-04-29 04:58:17.038086','2023-04-30 02:09:15.956636');
INSERT INTO stock_shoppinghistory VALUES(387,'west',96,1,'Avocado','Veggie','Sushi','cs','2023-04-28',0,'2023-04-29 05:54:38.123987','2023-04-30 02:09:15.961203');
INSERT INTO stock_shoppinghistory VALUES(388,'west',23.699999999999999289,3,'Cucumber(sushi)','Veggie','Sushi','g','2023-04-28',0,'2023-04-29 05:54:59.598202','2023-04-30 02:09:15.965499');
INSERT INTO stock_shoppinghistory VALUES(389,'west',10,1,'Lettuce(Poke)','Veggie','Sushi','g','2023-04-28',0,'2023-04-29 05:55:14.002061','2023-04-30 02:09:15.969670');
INSERT INTO stock_shoppinghistory VALUES(390,'west',5,1,'Cucumber（Poke）','Veggie','Sushi','p','2023-04-28',0,'2023-04-29 05:55:45.133763','2023-04-30 02:09:15.973717');
INSERT INTO stock_shoppinghistory VALUES(391,'west',5.7999999999999998223,1,'Green Onion(Sushi)','Veggie','Sushi','g','2023-04-28',0,'2023-04-29 05:56:02.107636','2023-04-30 02:09:15.977872');
INSERT INTO stock_shoppinghistory VALUES(392,'west',9,1,'Pickled carrots','DU/Other','Sushi','p','2023-04-28',0,'2023-04-29 05:56:19.585165','2023-04-30 02:09:15.982217');
INSERT INTO stock_shoppinghistory VALUES(393,'west',51,3,'Sushi rice','DU/Other','Sushi','p','2023-04-28',0,'2023-04-29 05:56:38.127171','2023-04-30 02:09:15.986826');
INSERT INTO stock_shoppinghistory VALUES(394,'west',11.80000000000000071,1,'Imitation Crab','DU/Other','Sushi','p','2023-04-28',0,'2023-04-29 05:56:57.353715','2023-04-30 02:09:15.991031');
INSERT INTO stock_shoppinghistory VALUES(395,'west',4.5,1,'smoked tofu','Tofu/ Other','Dry','p','2023-04-28',0,'2023-04-29 05:58:24.360092','2023-04-30 02:09:15.995024');
INSERT INTO stock_shoppinghistory VALUES(396,'west',14.400000000000000355,1,'To Go Sushi (Round Large)Body','Sushi (Big)','Container','p','2023-04-28',0,'2023-04-29 05:59:46.002182','2023-04-30 02:09:15.999163');
INSERT INTO stock_shoppinghistory VALUES(397,'west',9.6400000000000005684,1,'To Go Sushi (Round Large) Lid','Sushi (Big)','Container','p','2023-04-28',0,'2023-04-29 06:00:04.033911','2023-04-30 02:09:16.005157');
INSERT INTO stock_shoppinghistory VALUES(398,'west',35,2,'Sapporo beer','Alcohol','Drinks','cs','2023-04-28',0,'2023-04-29 06:07:53.495634','2023-04-30 02:09:16.010304');
INSERT INTO stock_shoppinghistory VALUES(399,'west',2.6000000000000000888,1,'Sauce Cup (1.5/2oz)Body','Cup (Body)','Container','p','2023-04-28',0,'2023-04-29 06:10:53.285674','2023-04-30 02:09:16.014159');
INSERT INTO stock_shoppinghistory VALUES(400,'west',1.1999999999999999555,1,'Printer roll card','Office','Other','p','2023-04-28',0,'2023-04-29 06:12:13.123538','2023-04-30 02:09:16.018537');
INSERT INTO stock_shoppinghistory VALUES(NULL,'penticton','14.3000','1.0000','Frozen tuna box','Tuna','Sushi','lb','2023-04-30',0,'2023-04-30 05:15:26.704966','2023-04-30 05:15:26.705026');
INSERT INTO stock_shoppinghistory VALUES(NULL,'penticton','14.3000','1.0000','Frozen tuna box','Tuna','Sushi','lb','2023-04-30',0,'2023-04-30 05:16:03.926897','2023-04-30 05:16:03.926961');
INSERT INTO stock_shoppinghistory VALUES(NULL,'penticton','14.3000','1.0000','Frozen tuna box','Tuna','Sushi','lb','2023-04-30',0,'2023-04-30 05:16:34.077407','2023-04-30 05:16:34.077443');
INSERT INTO stock_shoppinghistory VALUES(NULL,'penticton','14.3000','1.0000','Frozen tuna box','Tuna','Sushi','lb','2023-04-30',0,'2023-04-30 05:17:31.264486','2023-04-30 05:17:31.264527');
INSERT INTO stock_shoppinghistory VALUES(NULL,'penticton','14.3000','1.0000','Frozen tuna box','Tuna','Sushi','lb','2023-04-30',0,'2023-04-30 05:18:01.870272','2023-04-30 05:18:01.870300');
COMMIT;
